Formula,Fractional Enrichment,Fractional Enrichment with zero,Label,Name,Sample,Truth Value_x,Intensity,Unlabeled Fragment,Indistinguishale_isotope,NA Corrected,NA Corrected with zero,Pool_total,Truth Value_y
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_5i,False,0.0,UMP,{},-2.2722894204,0.0,66185.8692978,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_120i,False,0.0,UMP,{},-2.6038283857,0.0,28613.0684497,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_5M,False,0.0,UMP,{},1.62e-08,1.62e-08,63966.167116,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_240M,False,0.0,UMP,{},0.0251132851,0.0251132851,52674.8939875,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_15i,False,0.0,UMP,{},-8.4e-08,0.0,47578.3861391,True
C9H13N2O9P,0.0137,0.0137,C13-label-8,UMP,091215_240i,False,399.3208,UMP,{},399.596042384,399.596042384,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_15M,False,0.0,UMP,{},1.46e-08,1.46e-08,86127.230792,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_120M,False,0.0,UMP,{},0.0205417563,0.0205417563,56622.9302077,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_3i,False,0.0,UMP,{},-2.2101869328,0.0,58083.8236781,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_1M,False,0.0,UMP,{},4e-09,4e-09,41610.3877006,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_45i,False,0.0,UMP,{},-0.0099999731,0.0,47196.0059868,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_3M,False,0.0,UMP,{},6.3e-09,6.3e-09,32118.3308202,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_1i,False,0.0,UMP,{},7e-09,7e-09,48785.5101367,False
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_45M,False,0.0,UMP,{},-0.0023083857,0.0,46870.7237427,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_0i,False,0.0,UMP,{},-0.0005190291,0.0,35540.0890915,True
C9H13N2O9P,0.0,0.0,C13-label-8,UMP,091215_0M,False,0.0,UMP,{},7.3e-09,7.3e-09,40612.7858255,False
C9H13N2O9P,0.0015,0.0015,C13-label-7,UMP,091215_5i,False,100.0607,UMP,{},102.426970592,102.426970592,66185.8692978,False
C9H13N2O9P,0.0041,0.0041,C13-label-7,UMP,091215_120i,False,115.8329,UMP,{},116.727247075,116.727247075,28613.0684497,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_5M,False,0.0,UMP,{},-4.351e-06,0.0,63966.167116,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_240M,False,0.0,UMP,{},-1.7250352974,0.0,52674.8939875,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_15i,False,0.0,UMP,{},1.85598e-05,1.85598e-05,47578.3861391,False
C9H13N2O9P,0.0061,0.0061,C13-label-7,UMP,091215_240i,False,197.431,UMP,{},178.358211483,178.358211483,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_15M,False,0.0,UMP,{},-3.902e-06,0.0,86127.230792,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_120M,False,0.0,UMP,{},-0.8764051445,0.0,56622.9302077,True
C9H13N2O9P,0.0017,0.0017,C13-label-7,UMP,091215_3i,False,97.36005,UMP,{},99.557967682,99.557967682,58083.8236781,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_1M,False,0.0,UMP,{},-1.0549e-06,0.0,41610.3877006,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_45i,False,0.0,UMP,{},1.3513619805,1.3513619805,47196.0059868,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_3M,False,0.0,UMP,{},-1.6997e-06,0.0,32118.3308202,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_1i,False,0.0,UMP,{},-1.8792e-06,0.0,48785.5101367,True
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_45M,False,0.0,UMP,{},0.3119431845,0.3119431845,46870.7237427,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_0i,False,0.0,UMP,{},0.070138645,0.070138645,35540.0890915,False
C9H13N2O9P,0.0,0.0,C13-label-7,UMP,091215_0M,False,0.0,UMP,{},-1.9506e-06,0.0,40612.7858255,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_5i,False,0.0,UMP,{},-6.4506972385,0.0,66185.8692978,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_120i,False,101.8897,UMP,{},-2.0213572519,0.0,28613.0684497,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_5M,False,0.0,UMP,{},0.0006469493,0.0006469493,63966.167116,False
C9H13N2O9P,0.0001,0.0001,C13-label-6,UMP,091215_240M,False,96.9184,UMP,{},3.385598894,3.385598894,52674.8939875,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_15i,False,0.0,UMP,{},-0.0021661863,0.0,47578.3861391,True
C9H13N2O9P,0.0204,0.0204,C13-label-6,UMP,091215_240i,False,791.3874,UMP,{},594.939534008,594.939534008,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_15M,False,0.0,UMP,{},0.0005775762,0.0005775762,86127.230792,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_120M,False,110.3244,UMP,{},-61.4524591057,0.0,56622.9302077,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_3i,False,0.0,UMP,{},0.0004024079,0.0004024079,58083.8236781,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_1M,False,0.0,UMP,{},0.0001548613,0.0001548613,41610.3877006,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_45i,False,0.0,UMP,{},-81.1650150003,0.0,47196.0059868,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_3M,False,0.0,UMP,{},0.0002523555,0.0002523555,32118.3308202,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_1i,False,0.0,UMP,{},0.0002782853,0.0002782853,48785.5101367,False
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_45M,False,0.0,UMP,{},-18.7351804417,0.0,46870.7237427,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_0i,False,0.0,UMP,{},-4.2124578199,0.0,35540.0890915,True
C9H13N2O9P,0.0,0.0,C13-label-6,UMP,091215_0M,False,0.0,UMP,{},0.0002895332,0.0002895332,40612.7858255,False
C9H13N2O9P,0.0022,0.0022,C13-label-5,UMP,091215_5i,False,138.8848,UMP,{},145.399022087,145.399022087,66185.8692978,False
C9H13N2O9P,0.0845,0.0845,C13-label-5,UMP,091215_120i,False,2312.818,UMP,{},2418.60992983,2418.60992983,28613.0684497,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_5M,False,0.0,UMP,{},-0.0574891779,0.0,63966.167116,True
C9H13N2O9P,0.0414,0.0414,C13-label-5,UMP,091215_240M,False,2085.635,UMP,{},2181.04365994,2181.04365994,52674.8939875,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_15i,False,0.0,UMP,{},0.1394072809,0.1394072809,47578.3861391,False
C9H13N2O9P,0.172,0.172,C13-label-5,UMP,091215_240i,False,4816.592,UMP,{},5026.61420821,5026.61420821,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_15M,False,0.0,UMP,{},-0.0509967876,0.0,86127.230792,True
C9H13N2O9P,0.0698,0.0698,C13-label-5,UMP,091215_120M,False,3780.479,UMP,{},3954.18767612,3954.18767612,56622.9302077,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_3i,False,0.0,UMP,{},-0.0354291063,0.0,58083.8236781,True
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_1M,False,0.0,UMP,{},-0.0135165548,0.0,41610.3877006,True
C9H13N2O9P,0.0387,0.0387,C13-label-5,UMP,091215_45i,False,1748.125,UMP,{},1828.23201537,1828.23201537,47196.0059868,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_3M,False,0.0,UMP,{},-0.0223802583,0.0,32118.3308202,True
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_1i,False,0.0,UMP,{},-0.0245957395,0.0,48785.5101367,True
C9H13N2O9P,0.009,0.009,C13-label-5,UMP,091215_45M,False,403.5433,UMP,{},421.947534636,421.947534636,46870.7237427,False
C9H13N2O9P,0.0027,0.0027,C13-label-5,UMP,091215_0i,False,90.73502,UMP,{},94.8671648946,94.8671648946,35540.0890915,False
C9H13N2O9P,0.0,0.0,C13-label-5,UMP,091215_0M,False,0.0,UMP,{},-0.0256717128,0.0,40612.7858255,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_5i,False,0.0,UMP,{},-5.7947201232,0.0,66185.8692978,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_120i,False,0.0,UMP,{},-6.6696962498,0.0,28613.0684497,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_5M,False,0.0,UMP,{},3.0439635595,3.0439635595,63966.167116,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_240M,False,0.0,UMP,{},-5.8320524846,0.0,52674.8939875,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_15i,False,0.0,UMP,{},-4.537268682,0.0,47578.3861391,True
C9H13N2O9P,0.0057,0.0057,C13-label-4,UMP,091215_240i,False,179.0126,UMP,{},167.799125734,167.799125734,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_15M,False,0.0,UMP,{},2.6740189748,2.6740189748,86127.230792,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_120M,False,0.0,UMP,{},-38.6576611781,0.0,56622.9302077,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_3i,False,0.0,UMP,{},1.8481773856,1.8481773856,58083.8236781,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_1M,False,0.0,UMP,{},0.6967214114,0.6967214114,41610.3877006,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_45i,False,0.0,UMP,{},-10.2470234341,0.0,47196.0059868,True
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_3M,False,0.0,UMP,{},1.1818522418,1.1818522418,32118.3308202,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_1i,False,0.0,UMP,{},1.2928695698,1.2928695698,48785.5101367,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_45M,False,0.0,UMP,{},1.1081716554,1.1081716554,46870.7237427,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_0i,False,0.0,UMP,{},0.5529348803,0.5529348803,35540.0890915,False
C9H13N2O9P,0.0,0.0,C13-label-4,UMP,091215_0M,False,0.0,UMP,{},1.3556286044,1.3556286044,40612.7858255,False
C9H13N2O9P,0.001,0.001,C13-label-3,UMP,091215_5i,False,101.7273,UMP,{},69.2626086173,69.2626086173,66185.8692978,False
C9H13N2O9P,0.0033,0.0033,C13-label-3,UMP,091215_120i,False,99.79681,UMP,{},94.7547389561,94.7547389561,28613.0684497,False
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_5M,False,0.0,UMP,{},-88.3155211624,0.0,63966.167116,True
C9H13N2O9P,0.0012,0.0012,C13-label-3,UMP,091215_240M,False,108.669,UMP,{},61.2784581636,61.2784581636,52674.8939875,False
C9H13N2O9P,0.001,0.001,C13-label-3,UMP,091215_15i,False,85.50845,UMP,{},47.069831134,47.069831134,47578.3861391,False
C9H13N2O9P,0.0107,0.0107,C13-label-3,UMP,091215_240i,False,311.0614,UMP,{},313.521947499,313.521947499,29227.1513019,False
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_15M,False,0.0,UMP,{},-76.3212275969,0.0,86127.230792,True
C9H13N2O9P,0.0097,0.0097,C13-label-3,UMP,091215_120M,False,573.4053,UMP,{},549.942780336,549.942780336,56622.9302077,False
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_3i,False,0.0,UMP,{},-52.1409785601,0.0,58083.8236781,True
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_1M,False,0.0,UMP,{},-19.3618326151,0.0,41610.3877006,True
C9H13N2O9P,0.0032,0.0032,C13-label-3,UMP,091215_45i,False,150.2604,UMP,{},149.487504323,149.487504323,47196.0059868,False
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_3M,False,0.0,UMP,{},-34.1801199591,0.0,32118.3308202,True
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_1i,False,0.0,UMP,{},-37.1801801596,0.0,48785.5101367,True
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_45M,False,0.0,UMP,{},-30.4015603133,0.0,46870.7237427,True
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_0i,False,0.0,UMP,{},-15.106760132,0.0,35540.0890915,True
C9H13N2O9P,0.0,0.0,C13-label-3,UMP,091215_0M,False,0.0,UMP,{},-39.2468046942,0.0,40612.7858255,True
C9H13N2O9P,0.0061,0.0061,C13-label-2,UMP,091215_5i,False,658.4494,UMP,{},401.494822947,401.494822947,66185.8692978,False
C9H13N2O9P,0.0045,0.0045,C13-label-2,UMP,091215_120i,False,201.8509,UMP,{},127.684154145,127.684154145,28613.0684497,False
C9H13N2O9P,0.0166,0.0166,C13-label-2,UMP,091215_5M,False,1204.707,UMP,{},1063.63078158,1063.63078158,63966.167116,False
C9H13N2O9P,0.0124,0.0124,C13-label-2,UMP,091215_240M,False,771.1783,UMP,{},653.324663295,653.324663295,52674.8939875,False
C9H13N2O9P,0.0109,0.0109,C13-label-2,UMP,091215_15i,False,640.3919,UMP,{},518.937937701,518.937937701,47578.3861391,False
C9H13N2O9P,0.0079,0.0079,C13-label-2,UMP,091215_240i,False,272.2656,UMP,{},229.862367321,229.862367321,29227.1513019,False
C9H13N2O9P,0.0104,0.0104,C13-label-2,UMP,091215_15M,False,1108.808,UMP,{},891.610337744,891.610337744,86127.230792,False
C9H13N2O9P,0.0135,0.0135,C13-label-2,UMP,091215_120M,False,864.7803,UMP,{},767.119592453,767.119592453,56622.9302077,False
C9H13N2O9P,0.01,0.01,C13-label-2,UMP,091215_3i,False,779.7963,UMP,{},583.721407931,583.721407931,58083.8236781,False
C9H13N2O9P,0.0053,0.0053,C13-label-2,UMP,091215_1M,False,314.4873,UMP,{},219.525194692,219.525194692,41610.3877006,False
C9H13N2O9P,0.0018,0.0018,C13-label-2,UMP,091215_45i,False,250.9753,UMP,{},83.1543670775,83.1543670775,47196.0059868,False
C9H13N2O9P,0.0129,0.0129,C13-label-2,UMP,091215_3M,False,475.3232,UMP,{},412.721018587,412.721018587,32118.3308202,False
C9H13N2O9P,0.0092,0.0092,C13-label-2,UMP,091215_1i,False,534.3204,UMP,{},450.737245268,450.737245268,48785.5101367,False
C9H13N2O9P,0.0067,0.0067,C13-label-2,UMP,091215_45M,False,495.9874,UMP,{},314.143366383,314.143366383,46870.7237427,False
C9H13N2O9P,0.0046,0.0046,C13-label-2,UMP,091215_0i,False,257.4203,UMP,{},162.673087236,162.673087236,35540.0890915,False
C9H13N2O9P,0.0118,0.0118,C13-label-2,UMP,091215_0M,False,546.8145,UMP,{},478.298364286,478.298364286,40612.7858255,False
C9H13N2O9P,0.0036,0.0036,C13-label-1,UMP,091215_5i,False,6177.432,UMP,{},238.031416704,238.031416704,66185.8692978,False
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_120i,False,2113.959,UMP,{},-271.530744432,0.0,28613.0684497,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_5M,False,5334.758,UMP,{},-450.609101329,0.0,63966.167116,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_240M,False,4133.191,UMP,{},-453.355095713,0.0,52674.8939875,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_15i,False,3934.554,UMP,{},-394.462354172,0.0,47578.3861391,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_240i,False,1684.091,UMP,{},-388.021120296,0.0,29227.1513019,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_15M,False,7058.744,UMP,{},-796.706563671,0.0,86127.230792,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_120M,False,4075.552,UMP,{},-673.802586257,0.0,56622.9302077,True
C9H13N2O9P,0.001,0.001,C13-label-1,UMP,091215_3i,False,5291.633,UMP,{},57.5128721747,57.5128721747,58083.8236781,False
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_1M,False,3132.092,UMP,{},-710.233050365,0.0,41610.3877006,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_45i,False,4000.344,UMP,{},-134.869276103,0.0,47196.0059868,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_3M,False,2490.955,UMP,{},-443.650118323,0.0,32118.3308202,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_1i,False,3516.089,UMP,{},-984.005958876,0.0,48785.5101367,True
C9H13N2O9P,0.0044,0.0044,C13-label-1,UMP,091215_45M,False,4386.014,UMP,{},207.733480664,207.733480664,46870.7237427,False
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_0i,False,2803.071,UMP,{},-459.773035942,0.0,35540.0890915,True
C9H13N2O9P,0.0,0.0,C13-label-1,UMP,091215_0M,False,2996.751,UMP,{},-732.637847146,0.0,40612.7858255,True
C9H13N2O9P,0.9855,0.9855,C12 PARENT,UMP,091215_5i,False,58994.81,UMP,{},65229.2544568,65229.2544568,66185.8692978,False
C9H13N2O9P,0.9036,0.9036,C12 PARENT,UMP,091215_120i,False,23384.11,UMP,{},25855.2923797,25855.2923797,28613.0684497,False
C9H13N2O9P,0.9833,0.9833,C12 PARENT,UMP,091215_5M,False,56887.72,UMP,{},62899.4917239,62899.4917239,63966.167116,False
C9H13N2O9P,0.945,0.945,C12 PARENT,UMP,091215_240M,False,45018.39,UMP,{},49775.8364939,49775.8364939,52674.8939875,False
C9H13N2O9P,0.9881,0.9881,C12 PARENT,UMP,091215_15i,False,42518.93,UMP,{},47012.2389444,47012.2389444,47578.3861391,False
C9H13N2O9P,0.7636,0.7636,C12 PARENT,UMP,091215_240i,False,20183.51,UMP,{},22316.4598652,22316.4598652,29227.1513019,False
C9H13N2O9P,0.9896,0.9896,C12 PARENT,UMP,091215_15M,False,77086.6,UMP,{},85232.9458576,85232.9458576,86127.230792,False
C9H13N2O9P,0.9069,0.9069,C12 PARENT,UMP,091215_120M,False,46443.6,UMP,{},51351.659617,51351.659617,56622.9302077,False
C9H13N2O9P,0.9872,0.9872,C12 PARENT,UMP,091215_3i,False,51860.66,UMP,{},57341.1828505,57341.1828505,58083.8236781,False
C9H13N2O9P,0.9947,0.9947,C12 PARENT,UMP,091215_1M,False,37434.2,UMP,{},41390.1656296,41390.1656296,41610.3877006,False
C9H13N2O9P,0.9563,0.9563,C12 PARENT,UMP,091215_45i,False,40820.01,UMP,{},45133.780738,45133.780738,47196.0059868,False
C9H13N2O9P,0.9871,0.9871,C12 PARENT,UMP,091215_3M,False,28674.2,UMP,{},31704.427697,31704.427697,32118.3308202,False
C9H13N2O9P,0.9907,0.9907,C12 PARENT,UMP,091215_1i,False,43713.89,UMP,{},48333.4797435,48333.4797435,48785.5101367,False
C9H13N2O9P,0.9798,0.9798,C12 PARENT,UMP,091215_45M,False,41536.04,UMP,{},45925.4792462,45925.4792462,46870.7237427,False
C9H13N2O9P,0.9927,0.9927,C12 PARENT,UMP,091215_0i,False,31909.77,UMP,{},35281.9257658,35281.9257658,35540.0890915,False
C9H13N2O9P,0.9882,0.9882,C12 PARENT,UMP,091215_0M,False,36297.31,UMP,{},40133.1315431,40133.1315431,40612.7858255,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_5i,False,0.0,NADPH,{},2.1991462951,2.1991462951,50033.2001169,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_120i,False,0.0,NADPH,{},-0.0038256336,0.0,1144.56239642,True
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_5M,False,0.0,NADPH,{},2.3121038737,2.3121038737,58193.5497478,False
C21H30N7O17P3,0.0849,0.0849,C13-label-5,NADPH,091215_240M,False,1336.543,NADPH,{},1597.01733393,1597.01733393,18800.7765404,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_15i,False,0.0,NADPH,{},1.7622124306,1.7622124306,41540.196056,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_240i,False,0.0,NADPH,{},-0.0006560354,0.0,196.274272467,True
C21H30N7O17P3,0.0001,0.0001,C13-label-5,NADPH,091215_15M,False,0.0,NADPH,{},2.9675157635,2.9675157635,57862.7558558,False
C21H30N7O17P3,0.0091,0.0091,C13-label-5,NADPH,091215_120M,False,183.8095,NADPH,{},219.066071357,219.066071357,24100.6529698,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_3i,False,0.0,NADPH,{},-1.0739288769,0.0,32798.7370899,True
C21H30N7O17P3,0.0001,0.0001,C13-label-5,NADPH,091215_1M,False,0.0,NADPH,{},7.7253080262,7.7253080262,52486.0251356,False
C21H30N7O17P3,0.0001,0.0001,C13-label-5,NADPH,091215_45i,False,0.0,NADPH,{},2.6111849209,2.6111849209,30223.4835998,False
C21H30N7O17P3,0.0001,0.0001,C13-label-5,NADPH,091215_3M,False,0.0,NADPH,{},3.3724635559,3.3724635559,37757.7816827,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_1i,False,0.0,NADPH,{},2.4310051559,2.4310051559,54680.2260404,False
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_45M,False,0.0,NADPH,{},-1.3759735048,0.0,40173.5213495,True
C21H30N7O17P3,0.0,0.0,C13-label-5,NADPH,091215_0i,False,0.0,NADPH,{},-1.9665065491,0.0,58087.855557,True
C21H30N7O17P3,0.0001,0.0001,C13-label-5,NADPH,091215_0M,False,0.0,NADPH,{},5.2741181463,5.2741181463,50882.0010715,False
C21H30N7O17P3,0.0001,0.0001,C13-label-3,NADPH,091215_5i,False,167.5146,NADPH,{},7.4745316162,7.4745316162,50033.2001169,False
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_120i,False,0.0,NADPH,{},-2.0293921931,0.0,1144.56239642,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_5M,False,184.7799,NADPH,{},-25.0749249685,0.0,58193.5497478,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_240M,False,0.0,NADPH,{},-119.563841418,0.0,18800.7765404,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_15i,False,151.6996,NADPH,{},-42.3645713628,0.0,41540.196056,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_240i,False,0.0,NADPH,{},-0.3480085293,0.0,196.274272467,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_15M,False,236.4379,NADPH,{},-30.6054630531,0.0,57862.7558558,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_120M,False,0.0,NADPH,{},-83.3863072594,0.0,24100.6529698,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_3i,False,0.0,NADPH,{},-140.693110303,0.0,32798.7370899,True
C21H30N7O17P3,0.0045,0.0045,C13-label-3,NADPH,091215_1M,False,426.7362,NADPH,{},237.511728653,237.511728653,52486.0251356,False
C21H30N7O17P3,0.0015,0.0015,C13-label-3,NADPH,091215_45i,False,161.463,NADPH,{},45.2614267386,45.2614267386,30223.4835998,False
C21H30N7O17P3,0.0007,0.0007,C13-label-3,NADPH,091215_3M,False,223.3906,NADPH,{},27.8334716724,27.8334716724,37757.7816827,False
C21H30N7O17P3,0.0002,0.0002,C13-label-3,NADPH,091215_1i,False,176.9239,NADPH,{},9.6260769324,9.6260769324,54680.2260404,False
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_45M,False,0.0,NADPH,{},-186.258968087,0.0,40173.5213495,True
C21H30N7O17P3,0.0,0.0,C13-label-3,NADPH,091215_0i,False,0.0,NADPH,{},-255.465199981,0.0,58087.855557,True
C21H30N7O17P3,0.003,0.003,C13-label-3,NADPH,091215_0M,False,308.3673,NADPH,{},150.729254099,150.729254099,50882.0010715,False
C21H30N7O17P3,0.0111,0.0111,C13-label-2,NADPH,091215_5i,False,1409.411,NADPH,{},555.449540392,555.449540392,50033.2001169,False
C21H30N7O17P3,0.0252,0.0252,C13-label-2,NADPH,091215_120i,False,0.0,NADPH,{},28.8675987641,28.8675987641,1144.56239642,False
C21H30N7O17P3,0.016,0.016,C13-label-2,NADPH,091215_5M,False,1573.205,NADPH,{},929.017426108,929.017426108,58193.5497478,False
C21H30N7O17P3,0.0256,0.0256,C13-label-2,NADPH,091215_240M,False,644.5399,NADPH,{},481.260690948,481.260690948,18800.7765404,False
C21H30N7O17P3,0.0201,0.0201,C13-label-2,NADPH,091215_15i,False,1356.412,NADPH,{},834.662838076,834.662838076,41540.196056,False
C21H30N7O17P3,0.0252,0.0252,C13-label-2,NADPH,091215_240i,False,0.0,NADPH,{},4.9503346982,4.9503346982,196.274272467,False
C21H30N7O17P3,0.0189,0.0189,C13-label-2,NADPH,091215_15M,False,1961.607,NADPH,{},1095.89774611,1095.89774611,57862.7558558,False
C21H30N7O17P3,0.0114,0.0114,C13-label-2,NADPH,091215_120M,False,581.6092,NADPH,{},275.351063806,275.351063806,24100.6529698,False
C21H30N7O17P3,0.0167,0.0167,C13-label-2,NADPH,091215_3i,False,861.3924,NADPH,{},547.480961676,547.480961676,32798.7370899,False
C21H30N7O17P3,0.0214,0.0214,C13-label-2,NADPH,091215_1M,False,1627.551,NADPH,{},1123.77361819,1123.77361819,52486.0251356,False
C21H30N7O17P3,0.0212,0.0212,C13-label-2,NADPH,091215_45i,False,853.8315,NADPH,{},641.856786421,641.856786421,30223.4835998,False
C21H30N7O17P3,0.0265,0.0265,C13-label-2,NADPH,091215_3M,False,1329.597,NADPH,{},998.961894428,998.961894428,37757.7816827,False
C21H30N7O17P3,0.0134,0.0134,C13-label-2,NADPH,091215_1i,False,1367.679,NADPH,{},734.239457169,734.239457169,54680.2260404,False
C21H30N7O17P3,0.0193,0.0193,C13-label-2,NADPH,091215_45M,False,1075.292,NADPH,{},776.784754972,776.784754972,40173.5213495,False
C21H30N7O17P3,0.0166,0.0166,C13-label-2,NADPH,091215_0i,False,1580.232,NADPH,{},961.759473894,961.759473894,58087.855557,False
C21H30N7O17P3,0.014,0.014,C13-label-2,NADPH,091215_0M,False,1508.821,NADPH,{},711.717653546,711.717653546,50882.0010715,False
C21H30N7O17P3,0.0,0.0,C13-label-1,NADPH,091215_5i,False,8888.756,NADPH,{},-418.977656999,0.0,50033.2001169,True
C21H30N7O17P3,0.0,0.0,C13-label-1,NADPH,091215_120i,False,0.0,NADPH,{},-260.068457335,0.0,1144.56239642,True
C21H30N7O17P3,0.0,0.0,C13-label-1,NADPH,091215_5M,False,8998.973,NADPH,{},-2098.00774792,0.0,58193.5497478,True
C21H30N7O17P3,0.0,0.0,C13-label-1,NADPH,091215_240M,False,2696.056,NADPH,{},-527.61498776,0.0,18800.7765404,True
